Lynn M Rogers,Wed Sep,RT gatewaypundit Far Left Activist and Kavanaugh Accuser Christine Ford Spotted at Anti Trump March in LA VIDEO https t co btT KxQ XC,0.05,0.5
Vicky Heckman,Wed Sep,RT SaraCarterDC GOP Lawmakers Laud Trump s Order to Declassify FISA Docs Sara A Carter https t co X STao KmC,0.0,0.0
Doris Leach,Wed Sep,RT StephenKing In Richard Red Tide Rick Scott cut million from the Florida Water Management District Now the Gulf Coast is,0.0,0.0
Cindy Vallejo,Wed Sep,RT JoyceWhiteVance This situation is a crisis of leadership It s not hard to track amp care for people in your custody Gov t does that ev,0.14583333333333334,0.5416666666666666
John Wick,Wed Sep,RT c rettke realDonaldTrump What s really impressive about the Trump economic recovery is how he managed to get it started in a ful,0.6,0.6
Longleaf Politics,Wed Sep,Oh wow This will be interesting ncpol,0.3,0.75
Steve Dorrough,Wed Sep,RT realDonaldTrump The recovery got started on Election Day It took Trump s Tax Cuts and Regulation Cuts to get the economy boomin,0.0,0.0
Mary Marshall,Wed Sep,RT grantstern I strongly resent Trump for putting our country through the trauma of anther horrible abuser But he s a maniacal narcissis,-0.2833333333333333,0.8666666666666667
Paul Nelson,Wed Sep,FoxNews ExhibitA when it comes to fakenews Trump cheerleaders distressesd unevenrecovery richgetricher https t co RHuujqZb V,0.0,0.0
cin,Wed Sep,RT SaraCarterDC GOP Lawmakers Laud Trump s Order to Declassify FISA Docs Sara A Carter https t co X STao KmC,0.0,0.0
Ruth,Wed Sep,RT kylegriffin Trump is privately lashing out at Ron DeSantis accusing him of publicly betraying him Politico reports Trump has told,0.0,0.22083333333333333
Michael Routch,Wed Sep,RT PatrioticVa This is complete bullish t This is an executive power that has zero to do w the legislative branch they do not have th,0.1,0.4
Tay d Airborne Combat VET,Wed Sep,RT SenSchumer The FBI tells us that the White House needs to direct them to re open their background investigation into Judge Kavanaugh,0.03333333333333333,0.3
Blue in Greene,Wed Sep,RT JoyceWhiteVance This situation is a crisis of leadership It s not hard to track amp care for people in your custody Gov t does that ev,0.14583333333333334,0.5416666666666666
MarcyStageRight,Wed Sep,RT GreggJarrett If Rod Rosenstein defies Trump s order to declassify documents he should be fired https t co q wlw s Zo,0.0,0.0
Montaukoutloud,Wed Sep,tuscanysunsets Harlan What planet are you on NY people hate this dirtbag because everyone knows someone stiffed https t co iwEu cwEjM,-0.8,0.9
Ken McCafferty,Wed Sep,RT NatashaBertrand New Trump s directive to the FBI amp DOJ this week was remarkable But one of the more bizarre subplots in the ongoing s,0.44659090909090904,0.5761363636363637
DDeBurgen,Wed Sep,RT SaraCarterDC GOP Lawmakers Laud Trump s Order to Declassify FISA Docs Sara A Carter https t co X STao KmC,0.0,0.0
Arlene McCullough,Wed Sep,RT PrisonPlanet Top Democrats have called on deep state members of the FBI and the Department of Justice to sabotage President Trump s or,0.25,0.45
Vichy GOP,Wed Sep,thomaskaine Donald J Trump Has Never Had the Blues We hope our song will help fight the good fight Feel free https t co v uYklQa q,0.55,0.7000000000000001
Don Gose,Wed Sep,sleekoutlet punitsarora chrisgeidner GOP It s interesting that you say it s because everything I read and se https t co ZZa SSjeq,0.5,0.5
Post World,Wed Sep,RT washingtonpost The Polish government did everything it could to turn Tuesday s visit into one of the president s more enjoyable moment,0.5,0.55
Sara,Wed Sep,RT gphxgphx What if the insurance policy mentioned by Strzok and Page was life insurance policy as in reference to assassination Thi,0.0,0.0
toby traylor,Wed Sep,RT ajamubaraka While the people are entertained by the Trump saga the steady state continues advancing its aggressive agenda in Syria a,0.16666666666666666,0.5
Lindsay,Wed Sep,RT marijuanamani sustained A without effort while distraught nobody s fucking with this bitch https t co Jb Ut GQXM,-0.6,0.9
,Wed Sep,RT leilatwtr Hahaha a Nintendo comemorando estar nos TTs sem saber que devido Stormy Daniels comparar o pinto do Trump com o personag,0.2,0.4
Marilee,Wed Sep,RT CillizzaCNN It s very sad https t co E ce emptP,-0.65,1.0
SusieQ,Wed Sep,RT LaunaSallai Watching My Presidents Face while he hears the Polish President will be setting up a Permanent American Base and will call,-0.4,0.5
midnightrider,Wed Sep,RT krassenstein Do you want to read about Donald Trump his Mario Kart private parts Pre Order Stormy Daniel s new book now https,0.06818181818181818,0.4147727272727273
Rick,Wed Sep,RT RyanAFournier The truth Your party tried to rig an election and you STILL lost Jokes on you https t co PNzNXZNci,0.0,0.0
Grandpa Paul,Wed Sep,RT kylegriffin Bloomberg reports according to a person familiar that the FBI did not tell Trump or the W H that it doesn t want to,0.375,0.5
proud independent renewtimeless,Wed Sep,RT jaredlholt Lmao https t co ICDFZ d,0.6,1.0
LOVEMORE A Resister,Wed Sep,RT TonyRabon Investigator reveals Trump s billion dollar Russian money laundering secret https t co jIJ goZmQ,-0.2,0.35
ProudAfrican,Wed Sep,RT shaunking Trump administration admits it has lost track of an additional immigrant children that they placed with sponsors ht,0.0,0.0
James Grethe,Wed Sep,RT PrisonPlanet Top Democrats have called on deep state members of the FBI and the Department of Justice to sabotage President Trump s or,0.25,0.45
Suzan Parisi,Wed Sep,RT MLevineReports Trump says fake dirty dossier started the Russia probe But turns out the dossier sat for weeks in FBI s NY field off,-0.55,0.9
Kaitlin Reynolds,Wed Sep,RT matthewamiller After a year and a half of Trump making repeated inappropriate demands of the FBI we finally found something he won t,-0.08333333333333333,0.5833333333333334
MzLoVirgo,Wed Sep,RT washingtonpost Trump s declassification order rewards allies strategy of sidestepping congressional leaders https t co xN crWNHh,0.0,0.0
france pedersen,Wed Sep,RT thehill FBI Justice Dept plan to redact Russia documents despite Trump order for full declassification report https t co XC SiH M,0.35,0.55
Adam,Wed Sep,If you were held at gunpoint and had to either shove your fist up Theresa May s fanny or snog Donald Trump what wo https t co YJCy e C Z,0.0,0.0
Deplorable Dreg JT,Wed Sep,RT StormIsUponUs What they really mean is that North and South Korea will soon be one country with a Berlin Wall style reunification on,-0.3125,0.6875
nuuzfeed,Wed Sep,Truthfeed News Trump Gives This PRICELESS Reaction When Poland Promises to Name US Military Base Fort Trump https t co qig ZliDei,0.033333333333333326,0.7000000000000001
RBJETS,Wed Sep,RT CapRogers This doesn t sound like the full cooperation Trump said was coming The move to declassify this information is wrong a,0.08333333333333333,0.6166666666666667
Joe NRA Ryan Army Dad,Wed Sep,I liked a YouTube video https t co ELQk n VSP The truth about the death toll in Puerto Rico amp Trump s controversial Tweet,0.575,0.875
TruePatriotLove,Wed Sep,RT DonaldJTrumpJr I m sure this will get lots of coverage In case I m wrong I ll put it out there https t co mzcj L Nn,0.0,0.8944444444444444
William Griffith,Wed Sep,RT AmoneyResists Trump stands credibly accused of raping his st wife and assaulting women He has defended the following men accuse,0.2,0.39999999999999997
garyjmon com,Wed Sep,RT FoxNews Peter Ferrara Recovery really got started on election day It took Trump s tax cuts and deregulation to get the econom,0.2,0.2
Mrs Prim,Wed Sep,RT PrisonPlanet Top Democrats have called on deep state members of the FBI and the Department of Justice to sabotage President Trump s or,0.25,0.45
Sarah Svoboda,Wed Sep,RT thehill BREAKING Trump eviscerates Sessions I have no attorney general https t co PyVAj gUOe https t co a uR oxAoq,0.05000000000000002,0.5
John Fullerton,Wed Sep,RT Jonathan K Cook My latest The Palestinians are the troublesome legacy of a post war rules based international order the US is commit,0.25,0.45
Kathleen mccall,Wed Sep,senjudiciary SenateGOP ChuckGrassley Oh please democrats hanging on to anything they can truth or lies just to s https t co sS mOFFKaa,0.0,0.0
MaggieMae,Wed Sep,RT SandraTXAS Trump declassified FISA court documents Democrats sent panic letter to Wray and Rosenstein asking them NOT to comply wit,0.0,0.0
Lisa Newens,Wed Sep,RT LaVerneWright https t co vIMR xYX,0.0,0.0
ig thechosenlyriclife NY Poet,Wed Sep,RT rickmcopy EricBoehlert If a Dem senator ever stuck out a neck and simply said the Repubs are radical and corrupt to the core it co,-0.25,0.6785714285714286
Will Pickens,Wed Sep,RT CharlesMBlow Emmitt Till teen Accused of flirting w wht woman Killed Southern trees were filled w dangling blk bodies for such ac,0.04,0.27999999999999997
Kyle Holloman,Wed Sep,RT Shareblue The White House is blocking an FBI background investigation into the accusation against Kavanaugh https t co QahF j vIx,0.0,0.0
Deplorable CStevenTucker,Wed Sep,Sex offenders offered safe harbor in TheDemocrats SanctuaryCities https t co T kjwd NHG MAGA KAG tcot https t co y orr SDLf,0.5,0.5
Heartland Ann,Wed Sep,RT politico Manafort s plea deal says that if his convictions are wiped out for any reason for example a pardon from Trump prosecutor,0.0,0.0
Big Game James aka Ice Cold Coleman aka Dr Chill,Wed Sep,Lol yeah This isn t just a bad take He wrote this thought it was good Then he watched the video and again thoug https t co pgx X Tdz,0.2666666666666667,0.6555555555555556
Nelson Dom nguez,Wed Sep,RT rosea tony Patriotic Americans rejected Crooked Hillary We will never forget BENGHAZI https t co Xv lOkjr D,0.0,0.1
Teddy Hale,Wed Sep,President Trump s fulfilled promise not to change Social Security President Trump has delivered on his promise Thi https t co SOXpvvbEHJ,0.03333333333333333,0.06666666666666667
Aaron Aveiro,Wed Sep,RT RealJamesWoods Does that include Mr Ed https t co p CReXKOrl,0.0,0.0
T,Wed Sep,RT OhNoSheTwitnt Kavanaugh I can t remember if I talked to anyone at Trump s lawyer s firm about a current investigation Also Kavanau,-0.1,0.4
Barbara simpson,Wed Sep,RT PhilipRucker Trump I don t have an attorney general It s very sad https t co kSXvpdntH,-0.3,0.75
Joao,Wed Sep,RT JoyceWhiteVance This situation is a crisis of leadership It s not hard to track amp care for people in your custody Gov t does that ev,0.14583333333333334,0.5416666666666666
Monica Online,Wed Sep,RT MonicaAmarelo Over and over too many legislators voted to support President Trump s agenda to eliminate toxic chemical safeguards,0.5,0.5
Pat Riley,Wed Sep,DonaldJTrumpJr Mueller said he wasn t investigating Trump Are they calling Mueller a liar Well he knew dossier w https t co X rvBDgMtT,0.0,0.0
aedaw i,Wed Sep,RT TeaPainUSA And the American people have no president It s a matched set https t co Ruq hPbO,0.0,0.0
KUTV News,Wed Sep,PresidentTrump s national approval rating is dropping but in Utah it remains virtually the same https t co IRwNIgiKq,0.0,0.125
Oralia,Wed Sep,RT vanityman Kavanaugh was just a yr old kid in high school The Central Park who were innocent were and,0.19,0.4225
Emily Smith NHSLove,Wed Sep,RT gladkiwi President Donald Trump s economic policies were aimed at boosting the U S growth rate No they were aimed specifically at,0.2,0.2
Tennessee Liberal,Wed Sep,RT CREWcrew GEO Group is a private prison company that paid to help get Trump elected GEO Group now profits off of Trump s immigration,0.0,0.375
Meal,Wed Sep,RT realNFLTrump Very disappointed to see yet another respectable name brought into this Fake News Ben Roethlisberger is an upstanding ci,-0.325,0.8250000000000001
Mike McCreedy,Wed Sep,RT bbusa Daughter Of CIA Assassin Paymaster Tries To Bring Down Trump Supreme Court Nominee Kavanaugh https t co J IBsoew E SO DR,-0.1277777777777778,0.34444444444444444
Legal Alien,Wed Sep,RT RL Anyone who supports President Trump is a drag of society But here you have a creepy Joe Biden molesting women and making them,-0.3,0.5354166666666667
Kelly C,Wed Sep,RT politico Manafort s plea deal says that if his convictions are wiped out for any reason for example a pardon from Trump prosecutor,0.0,0.0
mb,Wed Sep,RT SafetyPinDaily The Trump hating CEO of Victoria s Secret is quitting the Republican party after donating millions of dollars via B,-0.4,0.7
Shari Rabinowitz,Wed Sep,RT APWestRegion A US rule that requires energy companies to capture climate changing methane during drilling has been rolled back by the,0.0,0.0
John,Wed Sep,RT joshrogin Hillary to maddow I don t know whether Trump is a witting or unwitting tool of Putin I don t know that But it s clear h,0.10000000000000002,0.3833333333333333
Mr Smith,Wed Sep,RT mmpadellan This one s gonna REALLY set off trumplethinskin Hillary Clinton I don t know whether trump is a witting or unwitting,0.2,0.2
James Thompson,Wed Sep,RT TT Pac Trump Enacts Largest Reduction to U S Refugee Inflow in Nearly Four Decades https t co i vUOziW,0.1,0.4
Steven J Gulitti,Wed Sep,RT RichardAngwin Trump s GOP WednesdayWisdom Resist Trump u tcot maga kag qanon wwg wga VoteBlue usa potus BlueWave Clima,0.0,0.0
Allyson Smith,Wed Sep,RT politicususa Trump Lied Again The FBI Never Told Him or Anyone at the White House They Didn t Want to Investigate Kavanaugh https t,0.0,0.0
Hugh Simpson,Wed Sep,RT Pink About it You know you ve reached peak when CNN would like memes about them fact checked AND they re reporting on St,-0.1,0.3
Ken Pettijohn,Wed Sep,RT thedailybeast The Department of Justice and the FBI will reportedly defy Trump s demand that secret documents from the Russia investig,-0.4,0.7
moon,Wed Sep,RT EdKrassen BREAKING President Trump says that he feels so badly for Kavanaugh that he s going through this You know who I fee,-0.6999999999999998,0.6666666666666666
Debby,Wed Sep,RT SenSchumer The FBI tells us that the White House needs to direct them to re open their background investigation into Judge Kavanaugh,0.03333333333333333,0.3
Chimera,Wed Sep,RT jonathanchait Trump and Kavanaugh are going to be poison for the pro life movement argues DouthatNYT in a striking and original colu,0.4375,0.875
Padraig O Mearan,Wed Sep,Even some Never Trump Republicans who had supported Kavanaugh are backing away from their scathing criticism of https t co bFzVgEJW J,-0.6,1.0
Diesel Doctor Davie FL,Wed Sep,RT Lawrence Trump just established the standard of proof for Kavanaugh There shouldn t be a doubt So senators should vote against Ka,0.0,0.0
Paul,Wed Sep,GerberKawasaki Everyone is conspiring to thwart Musk and Tesla Deep Market to borrow Trump s phrase Deep State,0.0,0.4
SHADOW BANNEDiTO,Wed Sep,sarahkendzior you publish this on the same day that Trump declassified the last of the evidence proving incontrove https t co kw xnlkuJ,0.0,0.09583333333333333
Teresa Dickson Dampier,Wed Sep,RT GreggJarrett If Rod Rosenstein defies Trump s order to declassify documents he should be fired https t co q wlw s Zo,0.0,0.0
paladine,Wed Sep,RT MaanTree AndreaWinters LindseyGrahamSC Agreed Start with Trump and work your way down the GOP ranks,-0.15555555555555559,0.2888888888888889
IronOwl,Wed Sep,RT RealJamesWoods Yes You re all so worried about the ramifications for the midterms Just call the vote and live or die with it That s,0.13636363636363635,0.5
bike rider,Wed Sep,RT justinhendrix Donald is lying times as often as he did last year and new research shows why that should terrify us all https t co,0.06818181818181818,0.2606060606060606
Patrick Sweeney,Wed Sep,RT jmgehrke This poll is the whole ballgame Time for the GOP to stop wasting valuable news cycles whining about the media and start expl,0.2,0.4
Frank Johnson,Wed Sep,RT FoxNews Carter Page Things could have turned out so much worse if President Trump had listened to this fake intel report from Comey,-0.45,0.8
Quincy,Wed Sep,RT themarketswork Trump has also directed the DOJ amp FBI to release all text messages relating to the Russia investigation from former,0.0,0.0
Robert miller,Wed Sep,RT jmbenson God forbid that DJT suggest that MSNBC have its license pulled segment Morning Joe Michael More please has the audacit,0.5,0.5
We The People,Wed Sep,RT GreggJarrett If Rod Rosenstein defies Trump s order to declassify documents he should be fired https t co q wlw s Zo,0.0,0.0
,Wed Sep,RT KellyLevenda mmmautone kylegriffin Kennedy wasn t really a swing vote anymore so maybe he got more conservative as he aged And lo,0.19999999999999998,0.3666666666666667
LucyGallery,Wed Sep,RT ScottAdamsSays Is a hoax worse than a witch hunt Will this be his crowning achievement Persuasion level Lethal https t co VrXYZ,-0.4,0.6
,Wed Sep,RT ROHLL Donations Trump received from Russia Can everyone count to ZERO How about counting to in donations the Cli,0.0,0.0
Aron Goldman,Wed Sep,RT djrothkopf Even for Trump this is stunning No one not even the most spineless GOP toady should let this stand The man elected t,0.5,0.75
Heather H,Wed Sep,RT FoxNews GreggJarrett If Rod Rosenstein defies Trump s order to declassify documents he should be fired https t co luYE qJVNn,0.0,0.0
LOCK THEM UP,Wed Sep,RT ElHenderz realDonaldTrump https t co D c sRYKK Trump is bankrupting America like his businesses,0.0,0.0
Wimbchick,Wed Sep,RT matthewamiller After a year and a half of Trump making repeated inappropriate demands of the FBI we finally found something he won t,-0.08333333333333333,0.5833333333333334
Veteran Apologist,Wed Sep,RT ChatByCC WednesdayWisdom Trump s victory means Hillary FAILED Deep State FAILED Fake News FAILED Cheating FAILED It also means,-0.4166666666666667,0.4333333333333333
Dola,Wed Sep,RT DonaldJTrumpJr Translation they want to stall as long as possible and redact more than nescessary to cover up for themselves Give me,0.15,0.6333333333333333
Greg Stuart,Wed Sep,RT docrocktex Brett Kavanaugh is a blend of toxic male privilege and affluenza A perfect fit for Donald Trump https t co XeoeTYPuSd,0.4666666666666666,0.5
Melody KavaNope L,Wed Sep,RT StephenKing In Richard Red Tide Rick Scott cut million from the Florida Water Management District Now the Gulf Coast is,0.0,0.0
Milo,Wed Sep,HillaryClinton who fired Billy Dale and the entire WH travel office says Trump will wholesale fire people afte https t co zGEk kr M,0.0,0.625
Made In America Trump Landslide,Wed Sep,RT Real PeachyKeen We Fu k Flynn and then we Fu k Trump Well McCabe looks like you re the one who is Fu ked And it s soooooo sw,0.2,0.30000000000000004
Randy Farrow,Wed Sep,RT adriandt Pelosi Schumer Schiff amp Warner DEMAND DOJ FBI Defy Trump Declass Order To undermine POTUS amp his authority over Executi,0.0,0.0
MadasHell,Wed Sep,RT ActivistCat Seems like Republicans learned nothing from Anita Hill Bush had the FBI investigate Hill s allegations and they did In,0.0,0.0
Unidicted CoConspirator Ilegitimate BabyPresident,Wed Sep,JDW TimW raba mary pomsonfire fasteddyTO guage lester GOPisTreasonous AgreePlay abillionshivas https t co XTED mLQ j,0.0,0.0
Elephants,Wed Sep,RT atensnut IT S OFFICIAL CNN is now a porn network https t co rKaqhzMxGp,0.0,0.0
Nestor coat,Wed Sep,EWErickson OrrinHatch You just realized that they are dishonest disgusting human beings Trump has been saying t https t co wl uvLmG a,-0.43333333333333335,0.5333333333333333
Debra,Wed Sep,Of course they are Fungus Mushroom Donnie is scared,0.0,0.0
talquei,Wed Sep,RT CrisMenshova MarceloLins Essa hora j chegou Bolsonaro est na frente das pesquisas e ganhar no primeiro turno Os brasileiros n,0.0,0.0
Cynthia,Wed Sep,realDonaldTrump Naturally no surprise to me you walk the talk Trump,-0.05,0.4
Brad Seldin Esq,Wed Sep,RT politico Manafort s plea deal says that if his convictions are wiped out for any reason for example a pardon from Trump prosecutor,0.0,0.0
Jack Kelly,Wed Sep,Trump s Tariffs Will Make Food and Clothes Pricier for Americans https t co CM Ege JN,0.0,0.0
Viking V,Wed Sep,RT hfinch Because they are Gang of members and it s to be revealed they were involved in the illegal spying They likely knew of it amp,-0.25,0.75
stella,Wed Sep,RT Blacklace Trump s going to North Carolina today to make everybody s lives more miserable than they already are He ll do or say some,-0.25,0.75
Blue mom,Wed Sep,RT peterbakernyt Trump calls FBI truly a cancer in our country and says exposing its corruption will be one of my crowning achievement,0.0,0.0
Leslie Anne,Wed Sep,RT yield yetis jfgroves Banks Todd AndrewScheer OMG we had pretty much that Harper front bench and they were whiney kids who played po,0.225,0.6
Node,Wed Sep,RT ThomasWictor He is an almost unbelievable negotiator says Irving Fischer of HRH Construction I don t worship at the shrine,-0.25,1.0
ForthrightFox J,Wed Sep,FoxBusiness WhiteHouseCEA https t co AgshIYKb,0.0,0.0
Kitties Calibers MolonLabe,Wed Sep,RT bbusa Daughter Of CIA Assassin Paymaster Tries To Bring Down Trump Supreme Court Nominee Kavanaugh https t co J IBsoew E SO DR,-0.1277777777777778,0.34444444444444444
sinbad,Wed Sep,Trump administration officials told a Senate panel on Tuesday that a decades old court ruling that limits the lengt https t co oet NslhB,0.1,0.2
JediKathy,Wed Sep,RT RawStory Height of hypocrisy Ex prosecutor shreds GOP for insisting on Ford testimony while letting Trump avoid Mueller https t c,0.0,0.0
Guillermo Vargas,Wed Sep,RT matthewamiller After a year and a half of Trump making repeated inappropriate demands of the FBI we finally found something he won t,-0.08333333333333333,0.5833333333333334
daking,Wed Sep,RT c rettke realDonaldTrump What s really impressive about the Trump economic recovery is how he managed to get it started in a ful,0.6,0.6
Mimmer,Wed Sep,Kavanaugh s accuser has been forced to move because of death threats but President Trump feels terribly for Kav https t co AQzFYSGJMx,-0.65,0.6
Dennis Garritan,Wed Sep,Well at least he got nmanymous right truly a stable genius Donald Trump Makes A Stunning Observation About Th https t co IWrsx yAci,0.1619047619047619,0.6452380952380953
the vic,Wed Sep,Trump is an idiot this will be disastrous,-0.75,0.8
Janet Lewis,Wed Sep,RT MrFergTurduson JRobbo SethAbramson I m hoping Mueller passes out indictments to Trump Pence and family members plus any GOP s invo,0.0,0.0
dorian,Wed Sep,donny douche is your girlfriend on mslsd DONALD J TRUMP is your PRESIDENT Ya might as well quit torkzilla https t co cogL mQm q,0.0,0.0
Patricia L Kearney,Wed Sep,RT lanebrooks So more evidence that Trump has prefers idiots for his Cabinet https t co CRe TRMFN,-0.15000000000000002,0.65
Connecticut USA,Wed Sep,Trump will push for prison reform at White House summit Will some reform lead to more https t co WUhY Cbglr Th https t co ENlTRzBgn,0.25,0.25
Estashaniel,Wed Sep,RT GeorgiasLori These People Are SICK There s truly no limit to how LOW Mockingbird Media will go This why you should TURN IT OFF F,-0.35714285714285715,0.5785714285714285
Michael Chang,Wed Sep,RT MLevineReports Trump says fake dirty dossier started the Russia probe But turns out the dossier sat for weeks in FBI s NY field off,-0.55,0.9
buildingbetterlives,Wed Sep,RT RNR Georgia Holton Arms the exclusive girls school of fraud ChristineBlaseyFord Blasey class of has WIPED all their online y,0.0,0.0
Se or Rocket,Wed Sep,RT RealJamesWoods Yes You re all so worried about the ramifications for the midterms Just call the vote and live or die with it That s,0.13636363636363635,0.5
Such Were the Joys,Wed Sep,RT esaagar Trump tells BuckSexton and jsolomonReports I have no attorney general https t co sqZRS W X,0.05000000000000002,0.5
resisting cynicism,Wed Sep,RT dukesail realDonaldTrump From the last GOP led recession Obama turned the economy over years Trump is riding the Obama wave T,0.0,0.06666666666666667
RealACWorthey,Wed Sep,RT ChuckCallesto Brown has said some CRAZY things but this is CROSSING the LINE WATCH Jerry Brown LOSES IT THREATENS Trump So,-0.44999999999999996,0.5
KJ FitzSimmons,Wed Sep,RT PalmerReport Donald Trump s night so far Dr Ford demands FBI investigation into Brett Kavanaugh Republicans in a panic Nomina,0.1,1.0
Julie Aranibar,Wed Sep,Yeah Get the word out to the people who don t watch Fox America needs to hear the good news that Media doesn t se https t co PovbE iOC,0.7,0.6000000000000001
